,Ordem,Código,Descrição,Curva Frac,Curva Cx,Curva Geral,Qtde Venda Frac,Qtde Venda Cx,Qtde Venda Geral,Dias Pedido Frac,Dias Pedido Cx,Dias Pedido Geral,Ativ.Ressupr.Frac,Ativ.Ressupr.Cx,Ativ.Ressupr.Geral,Média por dia frac,Média por dia cx,Média por dia geral,Estoque Armaz.,Ender.Cx.Fechada,Estoque Cx,Capacidade Cx,Embal.,Estoque Frac,Capacidade Frac,Permite Frac.,Ender.Fracionado,Tipo,Qtde Desvio Picking,local
7237,7238,419282,PARACET+CODEINA 500+30MG 36CPR (A2) EURO,,,,,,,,,,,,,,,,0.0,018-005-01-01,0,1.0,60.0,0.0,60.0,Não,11.444,Prateleira,,controlado
7238,7239,236017,PARALGEN GOTAS 15ML LEG,,,,,,,,,,,,,,,,0.0,,0,0.0,100.0,0.0,0.0,Não,,,,
7239,7240,232055,PARALGEN 750MG C/20 COMP LEG,,,,,,,,,,,,,,,,0.0,,0,0.0,48.0,0.0,0.0,Não,,,,
7240,7241,63128,PARASITE OFF AEROSOL 400ML,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7241,7242,601289,PAROXETINA 20MG C/30 CPR (C1)** UQ-GEN,,,,,,,,,,,,,,,,0.0,018-001-01-01,0,2.0,198.0,0.0,0.0,Não,,,,controlado
7242,7243,231342,PAROXILIV 20MG 30CP (C1)** RX - LEG,,,,,,,,,,,,,,,,0.0,,0,0.0,48.0,0.0,0.0,Não,,,,
7243,7244,62556,PARVOVIROSE AG VET FAST (5 TESTES),,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7244,7245,447461,PASTA D AGUA + MENTOL BISNAGA 80G NATULA,,,,,,,,,,,,,,,,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,,
7245,7246,447416,PASTA D AGUA BISNAGA 80G NATULAB,,,,,,,,,,,,,,,,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,,
7246,7247,64593,PASTA D AGUA MENTOLADA 135G ADV FARMA,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7247,7248,447460,PASTA D AGUA OXIDO ZINCO+ENXOFRE 80G NAT,,,,,,,,,,,,,,,,0.0,016-006-01-02,0,1.0,100.0,0.0,0.0,Não,,,,apanha_c
7248,7249,64594,PASTA D AGUA SIMPLES 135G ADV FARMA,,,,,,,,,,,,,,,,0.0,017-025-01-01,0,2.0,24.0,5.0,24.0,Não,23.241,Prateleira,,apanha_c
7249,7250,699691,PASTA D AGUA 250MG FRASCO 100G CIMED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7250,7251,64679,PASTA DAGUA C/ GLICERINA 90G FARMAX,,,,,,,,,,,,,,,,3.0,016-040-01-01,2,2.0,12.0,15.0,12.0,Não,27.356,Prateleira,,apanha_c
7251,7252,64564,PASTA DAGUA POTE 120G FARMAX,,,,,,,,,,,,,,,,1.0,017-029-01-01,2,2.0,24.0,15.0,12.0,Não,20.322,Prateleira,,apanha_c
7252,7253,802111,PASTAHOMEOPET DIASIN,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7253,7254,877,PASTO VERDI - 250 G,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Não,,,,
7254,7255,802020,PATÊ PRIMO GATO CARNE  GATOS AD 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,24.0,0.0,0.0,Não,,,,
7255,7256,802018,PATÊ PRIMO GATO FRANGO E PERU FIL 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7256,7257,802008,PATÊ PRIMO GATO FRUTOS DO MAR AD 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,24.0,0.0,0.0,Não,,,,
7257,7258,802024,PATÊ THREE CATS  GATOS BABY 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7258,7259,802002,PATÊ THREE CATS BOA FORMA 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7259,7260,802001,PATÊ THREE CATS BOLA DE PELO 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7260,7261,802021,PATÊ THREE CATS PALADAR EXIGENTE 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7261,7262,802005,PATÊ THREE DOGS CÃES CASTRADOS 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7262,7263,802003,PATÊ THREE DOGS CÃES SENIOR 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7263,7264,802004,PATÊ THREE DOGS DIGESTÃO FAVORECIDA 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7264,7265,802022,PATÊ THREE DOGS PALADAR EXIGENTE 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,,,,
7265,7266,61115,PATE THREE DOGS SP AD CARNE/CENOURA 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7266,7267,61114,PATE THREE DOGS SP ADULTOS CORDEIRO 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7267,7268,61116,PATE THREE DOGS SP FILHOTES 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7268,7269,61113,PATE THREE DOGS SP LIGHT 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7269,7270,61117,PATE THREE DOGS SP SENIOR 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7270,7271,61119,PATE THREECATS SP ADULTO 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7271,7272,61120,PATE THREECATS SP CAST BOLAS DE PELO 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7272,7273,61118,PATE THREECATS SP CASTRADOS 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7273,7274,61121,PATE THREECATS SP FILHOTES 90G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,,,,
7274,7275,63409,PAUSEFEMME 150MG 3BLX10COMP,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7275,7276,660401,PEDIDERM SHAMPOO 100ML,,,,,,,,,,,,,,,,0.0,017-021-01-01,0,1.0,30.0,0.0,0.0,Não,,,,apanha_c
7276,7277,64566,PEDRA HUME FARMAX SPRAY FR 30ML,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7277,7278,64680,PEDRA HUME PURA PO 20G  FARMAX,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7278,7279,61884,PEDRA HUME SPRAY 30 ML,,,,,,,,,,,,,,,,0.0,,0,0.0,120.0,0.0,0.0,Sim,,,,
7279,7280,64456,PEDRA HUME 20 GR FARMAX,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7280,7281,866363,PEDRA HUME 25G  DP C/20 UND RIOQUIMICA,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,,
7281,7282,60831,PEDRA PARA AQUARIO KELZOO 5KG,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,,,,
7282,7283,62228,PEITO ANTIPUXÃO E GUIA G STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7283,7284,62231,PEITO ANTIPUXÃO E GUIA M FLOWERS STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7284,7285,62233,PEITO ANTIPUXÃO E GUIA M STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7285,7286,62236,PEITO ANTIPUXÃO E GUIA P FLOWERS STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7286,7287,62239,PEITO ANTIPUXÃO E GUIA P STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7287,7288,62268,PEITO NEOPRENE E GUIA G FLOWERS STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7288,7289,62272,PEITO NEOPRENE E GUIA M FLOWERS STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7289,7290,62274,PEITO NEOPRENE E GUIA M STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7290,7291,62276,PEITO NEOPRENE E GUIA P FLOWERS STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7291,7292,62278,PEITO NEOPRENE E GUIA P STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7292,7293,62280,PEITO NEOPRENE E GUIA PP FLOWERS STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7293,7294,62282,PEITO NEOPRENE E GUIA PP STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7294,7295,803106,PEITORAL  FUTEBOL TCHUCOO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7295,7296,62230,PEITORAL ANTIPUXÃO E GUIA M CHERRY,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7296,7297,62234,PEITORAL ANTIPUXÃO E GUIA P CHERRY,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7297,7298,62238,PEITORAL ANTIPUXÃO E GUIA P SKULL,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7298,7299,803103,PEITORAL CALIFÓRNIA TCHUCOO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7299,7300,803104,PEITORAL CALIFÓRNIA TCHUCOO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7300,7301,801784,PEITORAL GUIA CÃES GR PET NEON AMARELO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7301,7302,801779,PEITORAL GUIA CÃES GR PET NEON LARANJA-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7302,7303,801621,"PEITORAL GUIA GR PET SPECI AZ,BR,VERM-G",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7303,7304,801620,"PEITORAL GUIA GR PET SPECI AZ,BR,VERM-GG",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7304,7305,801622,"PEITORAL GUIA GR PET SPECI AZ,BR,VERM-M",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7305,7306,801623,"PEITORAL GUIA GR PET SPECI AZ,BR,VERM-P",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7306,7307,801954,PEITORAL GUIA GRPET GOLD AZUL ROYAL-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7307,7308,801956,PEITORAL GUIA GRPET GOLD PRETO DOURADO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7308,7309,801957,PEITORAL GUIA GRPET GOLD PRETO DOURADO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7309,7310,801968,PEITORAL GUIA GRPET PRIME CAVEIRINHAS-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7310,7311,801967,PEITORAL GUIA GRPET PRIME FLOR DE LIS-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7311,7312,801961,PEITORAL GUIA GRPET PRIME TRIÂNGULOS-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7312,7313,801965,PEITORAL GUIA GRPET PRIME TRIBAL-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7313,7314,801966,PEITORAL GUIA GRPET PRIME TRIBAL-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7314,7315,801962,"PEITORAL GUIA GRPET SPECI LAR,VERM,BR-PP",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7315,7316,801960,"PEITORAL GUIA GRPET SPECI MARR,ROS,BR-PP",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7316,7317,801963,"PEITORAL GUIA GRPET SPECIA AMAR,ROS,AZ-P",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7317,7318,801964,"PEITORAL GUIA GRPET SPECIA MARR,ROS,BR-M",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7318,7319,802127,PEITORAL JAMBO NYLON ROSA-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7319,7320,62277,PEITORAL NEOPRENE E GUIA P SKULL,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,,,,
7320,7321,803101,PEITORAL TCHUCCO HAHAHA-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7321,7322,803206,PEITORAL TCHUCOO COFI CLÁSSICO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7322,7323,803204,PEITORAL TCHUCOO CORRIDA DE LISTRAS-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7323,7324,803161,PEITORAL TCHUCOO CORRIDA DE LISTRAS-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7324,7325,803200,PEITORAL TCHUCOO ELOS DIGITAIS-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7325,7326,803201,PEITORAL TCHUCOO ELOS DIGITAIS-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7326,7327,803209,PEITORAL TCHUCOO NOITE TROPICAL-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7327,7328,803165,PEITORAL TCHUCOO NOITE TROPICAL-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7328,7329,803199,PEITORAL TCHUCOO TATTO MARINHEIRO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7329,7330,803160,PEITORAL TCHUCOO TATTO MARINHEIRO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7330,7331,803158,PEITORAL TCHUCOO TATTOO LOVE-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7331,7332,803159,PEITORAL TCHUCOO TATTOO LOVE-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7332,7333,803197,PEITORAL TCHUCOO TATTOO LOVE-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7333,7334,803163,PEITORAL TCHUCOO TUCANAXI-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7334,7335,62290,PEITORAL TRAD E GUIA G STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7335,7336,62296,PEITORAL TRAD E GUIA M FLOWER STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7336,7337,62304,PEITORAL TRAD E GUIA P FLOWER STRIPED,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7337,7338,62308,PEITORAL TRAD E GUIA P STRIPED TIE DYE,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,,,,
7338,7339,801794,PEITORALGUIA CÃESGR PET DIAMOND OURO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7339,7340,801793,PEITORALGUIA CÃESGR PET DIAMOND OURO-GG,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7340,7341,801795,PEITORALGUIA CÃESGR PET DIAMOND OURO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7341,7342,801754,PEITORALGUIA CÃESGR PET DUO AMARELO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7342,7343,801753,PEITORALGUIA CÃESGR PET DUO AMARELO-GG,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7343,7344,801755,PEITORALGUIA CÃESGR PET DUO AMARELO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7344,7345,801756,PEITORALGUIA CÃESGR PET DUO AMARELO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7345,7346,801757,PEITORALGUIA CÃESGR PET DUO AMARELO-PP,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7346,7347,801764,PEITORALGUIA CÃESGR PET DUO AZUL-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7347,7348,801763,PEITORALGUIA CÃESGR PET DUO AZUL-GG,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7348,7349,801765,PEITORALGUIA CÃESGR PET DUO AZUL-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7349,7350,801766,PEITORALGUIA CÃESGR PET DUO AZUL-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7350,7351,801767,PEITORALGUIA CÃESGR PET DUO AZUL-PP,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7351,7352,801759,PEITORALGUIA CÃESGR PET DUO ROSA-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7352,7353,801758,PEITORALGUIA CÃESGR PET DUO ROSA-GG,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7353,7354,801760,PEITORALGUIA CÃESGR PET DUO ROSA-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7354,7355,801761,PEITORALGUIA CÃESGR PET DUO ROSA-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7355,7356,801762,PEITORALGUIA CÃESGR PET DUO ROSA-PP,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7356,7357,801748,PEITORALGUIA CÃESGR PET DUO VERMELH-GG,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7357,7358,801749,PEITORALGUIA CÃESGR PET DUO VERMELHO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7358,7359,801750,PEITORALGUIA CÃESGR PET DUO VERMELHO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7359,7360,801751,PEITORALGUIA CÃESGR PET DUO VERMELHO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7360,7361,801752,PEITORALGUIA CÃESGR PET DUO VERMELHO-PP,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7361,7362,801786,PEITORALGUIA CÃESGR PET NEON AMARELO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7362,7363,801769,PEITORALGUIA CÃESGR PET NEON AZUL-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7363,7364,801768,PEITORALGUIA CÃESGR PET NEON AZUL-GG,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7364,7365,801770,PEITORALGUIA CÃESGR PET NEON AZUL-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7365,7366,801771,PEITORALGUIA CÃESGR PET NEON AZUL-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7366,7367,801780,PEITORALGUIA CÃESGR PET NEON LARANJA-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7367,7368,801781,PEITORALGUIA CÃESGR PET NEON LARANJA-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7368,7369,801774,PEITORALGUIA CÃESGR PET NEON ROSA-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7369,7370,801775,PEITORALGUIA CÃESGR PET NEON ROSA-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7370,7371,801776,PEITORALGUIA CÃESGR PET NEON ROSA-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7371,7372,801702,PEITORALGUIA CÃESGR PET ORIGINALE ROSA-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7372,7373,801740,PEITORALGUIA CÃESGR PET SILVER AZUL-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7373,7374,801741,PEITORALGUIA CÃESGR PET SILVER AZUL-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7374,7375,801737,PEITORALGUIA CÃESGR PET SILVER ROSA-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7375,7376,801743,PEITORALGUIA CÃESGR PET SILVER VERDE-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7376,7377,801744,PEITORALGUIA CÃESGR PET SILVER VERDE-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7377,7378,801704,PEITORALGUIA CÃESGRPET ORIGINAL COLOR-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7378,7379,801705,PEITORALGUIA CÃESGRPET ORIGINAL COLOR-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7379,7380,801706,PEITORALGUIA CÃESGRPET ORIGINAL COLOR-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7380,7381,801892,PEITORALGUIAGR PET ANIMALE MARROM-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7381,7382,801844,PEITORALGUIAGR PET ANIMALE PRETO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7382,7383,801845,PEITORALGUIAGR PET ANIMALE PRETO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7383,7384,801846,PEITORALGUIAGR PET ANIMALE PRETO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7384,7385,801884,PEITORALGUIAGR PET ONIX AZUL-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7385,7386,801888,PEITORALGUIAGR PET ONIX PRETO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7386,7387,801889,PEITORALGUIAGR PET ONIX PRETO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7387,7388,801890,PEITORALGUIAGR PET ONIX PRETO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7388,7389,801878,PEITORALGUIAGR PET ONIX VERDE-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7389,7390,801879,PEITORALGUIAGR PET ONIX VERDE-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7390,7391,801880,PEITORALGUIAGR PET ONIX VERDE-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7391,7392,801881,PEITORALGUIAGR PET ONIX VERMELHO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7392,7393,801882,PEITORALGUIAGR PET ONIX VERMELHO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7393,7394,801883,PEITORALGUIAGR PET ONIX VERMELHO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7394,7395,801941,PEITORALGUIAGR PET PRIME CAMUFLADO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7395,7396,801942,PEITORALGUIAGR PET PRIME CAMUFLADO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7396,7397,801943,PEITORALGUIAGR PET PRIME CAMUFLADO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7397,7398,801949,PEITORALGUIAGR PET PRIME CAVEIRINHAS-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7398,7399,801950,PEITORALGUIAGR PET PRIME CAVEIRINHAS-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7399,7400,801919,PEITORALGUIAGR PET PRIME COLOR-G,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,,,,
7400,7401,801938,PEITORALGUIAGR PET PRIME COLOR-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7401,7402,801939,PEITORALGUIAGR PET PRIME COLOR-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7402,7403,801944,PEITORALGUIAGR PET PRIME FLOR DE LIS-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
7403,7404,801945,PEITORALGUIAGR PET PRIME FLOR DE LIS-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,,,,
